ItemId,Name,Url,Price,PromoPrice,Brand
142918,"DELICANA Корм для собак средних пород с говядиной, 15 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-dlya-sobak-srednih-porod-s-govyadinoy.html?offer=142918,4435,-1,DELICANA
59160,"PRO PLAN® Opti Balance сухой корм для взрослых собак для средних пород с курицей, 7 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_Adult_suhoy_korm_dlya_sobak_srednih_porod_kuritsaris.html?offer=59160,4035,-1,PRO PLAN®
42292,"Четвероногий Гурман Хлопья гречневые с морковью для собак, 400 г",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_sobak_Gurman_kasha_grechka_s_ovoshchami.html?offer=42292,215,-1,Четвероногий Гурман
117425,"Ownat Adult Grain Free Сухой корм беззерновой для взрослых собак, с ягненком, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/ownat-gf-just-korm-suhoy-dlya-vzroslyh-sobak-s-yagnenkom-14-kg.html?offer=117425,2319,-1,Ownat
131699,"PRO PLAN® Nature Elements сухой корм для взрослых собак для мелких и карликовых пород с ягненком, 2 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/pro-plan-natur-el-cob-vzrmelpor-yagn-7kg.html?offer=131699,2043,-1,PRO PLAN®
138276,"Ownat Mini Adult Classic Сухой корм для взрослых собак мелких пород, с курицей, 1,5 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/classic-korm-dlya-sobak-melkih-porod-s-kuricey.html?offer=138276,869,-1,Ownat
80172,"Brit Premium Dog Sensitive Корм для взрослых собак всех пород с чувствительным пищеварением, с ягненком и индейкой, 15 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-vzroslyh-sobak-vseh-porod-chuvstvitelnoe-pishchevarenie-yagnenok-indeyka.html?offer=80172,5905,-1,Brit
42381,"Royal Canin Yorkshire Terrier Junior корм для щенков породы йоркширский терьер в возрасте до 10 месяцев, 1,5 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_suhoy_korm_dlya_shchenkov_porody_Yorkshirskiy_terer.html?offer=42381,1565,-1,Royal Canin
131705,"PRO PLAN® Nature Elements сухой корм для взрослых собак для средних и крупных пород с ягненком, 2 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/pro-plan-natur-el-sob-vzrsrkrp-yagn-6x2kg.html?offer=131705,1709,-1,PRO PLAN®
164068,"Brit Корм сухой для щенков крупных пород, с индейкой и ягненком, 1,5 кг",https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/korm-suhoy-dlya-shchenkov-krupnyh-porod-s-indeykoy-i-yagnenkom-1-5kg.html?offer=164068,1165,-1,Brit
82161,"Monge All Breeds Puppy and Junior Сухой корм для щенков всех пород, с ягненком и рисом, 12 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/monge-dog-speciality-puppy-junior-korm-dlya-shchenkov-vseh-porod-yagnenok-s-r.html?offer=82161,10615,-1,Monge
156030,"Brit Премиум Сухой корм для собак с чувствительным пищеварением, лосось и индейка, 1 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/premium-suhoy-korm-dlya-sobak-s-chuvstvitelnym-pishchevareniem-losos-i-indeyka-1kg.html?offer=156030,557,-1,Brit
126378,"PRO PLAN® Opti Start сухой корм для щенков для средних и крупных пород с курицей, 12 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/suhoy-korm-dlya-shchenkov-srednih-i-melkih-porod-s-vysokim-soderzhaniem-kuricy-3kg.html?offer=126378,7825,-1,PRO PLAN®
119922,Farmina N&D DOG GF PUMPKIN BOAR & APPLE ADULT MINI 7 KG,https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/farmina-n-d-dog-gf-pumpkin-boar-apple-adult-mini-800-gr.html?offer=119922,6559,-1,Farmina
80016,"Royal Canin Maxi Dermacomfort корм для собак, склонных к кожным раздражениям и зуду, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-royal-kanin-dlya-sobak-krupnyh-porod-derma-komfort-pak-3-kg.html?offer=80016,2709,-1,Royal Canin
42981,"Royal Canin French Bulldog Adult корм для собак породы французский бульдог от 12 месяцев, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_sobak_Royal_Kanin_Frantsuzskiy_buldog_Edalt.html?offer=42981,2549,-1,Royal Canin
82156,"Monge All Breeds Puppy and Junior корм для щенков всех пород, с лососем и рисом, 12 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/monge-dog-speciality-puppy-junior-korm-dlya-shchenkov-vseh-porod-losos-s-ri.html?offer=82156,10615,-1,Monge
135938,"Hill's Science Plan Perfect Digestion Сухой корм для взрослых собак средних пород для поддержания здоровья пищеварения и питания микробиома, с курицей и коричневым рисом, 2.5 кг",https://4lapy.ru/catalog/sobaki/sp-korm-d-sob-ideal-pishchevarenie-2-5kg.html?offer=135938,2819,-1,Hill's
77131,"PRO PLAN® Opti Age сухой корм для пожилых собак для средних и крупных пород для поддержки мозговой активности с курицей, 14 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/proplan-suh-3kg-d-sobak-starshe-7-let-senor-srednih-krupnyh-porod-skuricey.html?offer=77131,9169,-1,PRO PLAN®
60040,"Eukanuba Adult Small Breed корм для собак мелких пород старше 1 года, с курицей, 15 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_sobak_melkih_porod_s_kuritsey_Eukanuba_Edaltoll_s_kuritsey.html?offer=60040,6815,-1,Eukanuba
164073,"Brit Корм сухой для собак крупных пород, с индейкой и уткой, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-krupnyh-porod-s-indeykoy-i-utkoy-3kg.html?offer=164073,2167,-1,Brit
55884,"PRO PLAN® Opti Balance сухой корм для взрослых собак для крупных пород с атлетическим телосложением с курицей, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_sobak_krup_porod_kurri__Proplan_pak__3kg_1007080.html?offer=55884,2349,-1,PRO PLAN®
42421,"Royal Canin Maxi Ageing 8+ корм для пожилых собак крупных пород старше 8 лет, 15 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_Maxi_Ageing_suhoy_korm_dlya_sobak_krupnyh_porod_starshe_8et.html?offer=42421,9455,-1,Royal Canin
98482,"Royal Canin Mini Dermacomfort сухой корм для собак маленьких пород, склонных к кожным раздражениям и зуду, 3кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-mini-porod-dermakmfort.html?offer=98482,3049,-1,Royal Canin
82149,"Monge Mini Adult корм для взрослых собак мелких пород, с лососем и рисом, 2,5 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/monge-dog-speciality-mini-korm-dlya-vzroslyh-sobak-melkih-porod-losos-s.html?offer=82149,2759,-1,Monge
44660,"Royal Canin Sensitivity Control SC21 корм для собак при пищевой аллергии или непереносимости, 1,5 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Royal_Canin_Sensitivity_Control_dieticheskiy_suhoy_korm_dlya_sobak_pri_pishchevoy_neperenosimosti.html?offer=44660,2305,-1,Royal Canin
42384,"Royal Canin Chihuahua Adult корм для собак породы чихуахуа старше 8 месяцев, 1,5 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_28_Adult_suhoy_korm_dlya_sobak_porody_CHihuahua.html?offer=42384,1485,-1,Royal Canin
139891,"Brit Premium Dog Adult Large and Giant сухой корм для собак крупных и гигантских пород с курицей, 15 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/premium-dog-adult-large-and-giant-s-kuricey-dlya-vzroslyh-sobak-krupnyh-i-gigantskih-porod.html?offer=139891,4999,-1,Brit
42425,"Royal Canin X-Small Adult корм для миниатюрных собак от 10 месяцев до 8 лет, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Caninmall_Adult_korm_suhoy_dlya_vzroslyh_sobak_vesom_do.html?offer=42425,2445,-1,Royal Canin
42301,"Eukanuba Adult Large Breed корм для собак крупных и очень крупных пород старше 1 года, с курицей, 15 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Eukanuba_Adultarge_suhoy_korm_dlya_sobak_krupnyh_porod_kuritsa.html?offer=42301,5899,-1,Eukanuba
91456,"Monge BWild GRAIN FREE корм беззерновой для всех пород утка с картофелем, 12кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/suhoy-korm-dlya-sobak-vseh-porod-bezzernovoy-utka-s-kartofelem.html?offer=91456,12975,-1,Monge
145781,"Ownat Adult Care Dermatologic Сухой корм для собак всех пород склонных к дерматологической чувствительности, с лососем, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/ownat-care-dlya-sobak-vseh-porod-dermatologic-s-lososem-pak-3kg.html?offer=145781,2645,-1,Ownat
143057,"Hill's Prescription Diet c/d Multicare Urinary Care Сухой диетический корм для собак при профилактике мочекаменной болезни (мкб), с курицей, 1,5 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/pd-c-d-korm-d-sob-pri-struvitah-6h1-5kg.html?offer=143057,2815,-1,Hill's
80162,"Royal Canin Medium Dermacomfort корм для собак средних пород, склонных к кожным раздражениям, 10 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-royal-kanin-dlya-sobak-medium-derma-komfort-mesh-10-kg.html?offer=80162,7917,-1,Royal Canin
134742,"Happy Dog Fit&Vital Maxi Adult сухой корм для собак крупных пород весом от 26 кг, 4 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/happy-dog-fit-vital-maxi-adult-14-kg.html?offer=134742,2099,-1,Happy Dog
121046,"Belcando Puppy Gravy корм для щенков всех пород до 4-х месяцев, для щенков мелких  пород до 1 года, с птицей, 4 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Belcando_Puppy_Gravy_suhoy_korm_dlya_shchenkov_ptitsa.html?offer=121046,3215,-1,Belcando
42370,"Royal Canin Giant Adult 28 корм для взрослых собак гигантских пород старше 18/24 месяцев, 15 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_Giant_Adult_28_suhoy_korm_dlya_sobak_ochen_krupnyh_porod_15_kg_1000618.html?offer=42370,7355,-1,Royal Canin
64206,"PRO PLAN® Opti Derma сухой корм для щенков средних пород при чувствительной коже, с лососем, 1.5 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_shchenkov_srednih_porod_Pappi_Sensetiv_chuvstv_koga_Proplanlososris_up_15kg_1014389.html?offer=64206,1215,-1,PRO PLAN®
42383,"Royal Canin Medium Puppy корм для щенков средних пород 2-12 мес с 2 до 12 месяцев, 15 кг",https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/Royal_Canin_Medium_Junior_32_suhoy_korm_dlya_shchenkov.html?offer=42383,6655,-1,Royal Canin
146258,"AlphaPet Сухой корм для щенков средних пород с говядиной и рисом, 2 кг",https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/korm-suhoy-dlya-shchenkov-srednih-porod-s-govyadinoy-i-risom.html?offer=146258,1765,-1,AlphaPet
137245,"Farmina Puppy Medium&Maxi низкозерновой сухой корм для щенков средних и крупных пород, с ягненком, спельтой, овсом и черникой, 12кг",https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/farmina-n-d-nizkozernovoy-dog-yagnenok-spelta-oves-i-chernika-dlya-shchenkov-medium-i-maksi-2-5kg.html?offer=137245,9899,-1,Farmina
112532,"Grandorf Сухой корм для щенков всех пород, ягненок, индейка, 3кг",https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/suhoy-korm-grandorf-dlya-shchenkov-vseh-porod-yagnenok-s-risom-1kg.html?offer=112532,3445,-1,Grandorf
85050,"Наша Марка Сухой корм гипоаллергенный для собак всех пород старше 1 года, с ягненком и рисом, 12 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Nasha_Marka_suhoy_korm_dlya_sobak_vseh_sobak_yagnenokris.html?offer=85050,2389,-1,Наша Марка
112540,"Grandorf Сухой корм для взрослых собак средних и крупных пород, ягненок с индейкой, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/suhoy-korm-grandorf-dlya-vzroslyh-sobak-vseh-porod-yagnenok-s-risom-3kg.html?offer=112540,3445,-1,Grandorf
110711,Royal Canin Корм сухой для собак Померанский шпиц,https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-pomeranskiy-shpic.html?offer=110711,527,448,Royal Canin
157383,"PRO PLAN® Veterinary Diets HA Hypoallergenic Сухой диетический корм для собак при пищевой непереносимости, 11 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/korm-suhoy-dlya-sobak-ha-pri-allergii-mesh-11kg.html?offer=157383,16829,-1,PRO PLAN® Veterinary Diets
82110,"Monge Maxi Puppy and Junior корм для щенков крупных пород, с курицей, 12 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/monge-dog-maxi-korm-dlya-shchenkov-krupnyh-porod-3-kg.html?offer=82110,9427,-1,Monge
131698,"PRO PLAN® Nature Elements сухой корм для взрослых собак для мелких и карликовых пород для здоровья кожи и шерсти с лососем, 700 г",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/pro-plan-natur-el-sob-vzmelpor-los-6x2kg.html?offer=131698,755,-1,PRO PLAN®
124638,"Ownat Adult Grain Free Сухой корм для взрослых собак, с уткой, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/ownat-gf-just-korm-suhoy-dlya-vzroslyh-sobak-s-utkoy-14-kg.html?offer=124638,2335,-1,Ownat
135935,"Hill's Science Plan Perfect Digestion Сухой корм для взрослых собак мелких пород для поддержания здоровья пищеварения и питания микробиома, с курицей и коричневым рисом, 1.5 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/sp-korm-d-sob-dekor-pishchevarenie-1-5kg.html?offer=135935,2095,1676,Hill's
45748,"Eukanuba Adult Small Breed корм для собак мелких пород старше 1 года, с курицей, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_sobak_melkih_porod_s_kuritsey_Eukanuba_Edaltoll_s_kuritsey.html?offer=45748,1655,-1,Eukanuba
146699,"UNICA Mono All Breed сухой корм для собак всех пород с форелью, 2,5 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-vseh-porod-s-forelyu1.html?offer=146699,1655,-1,UNICA
119917,"Farmina N&D PUMPKIN сухой корм для собак средних и крупных пород, с курицей, тыквой и гранатом, 2,5кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/farmina-n-d-dog-gf-pumpkin-chicken-pomegranate-adult-medium-maxi-2-5-kg.html?offer=119917,3889,-1,Farmina
42407,"Royal Canin Mini Adult корм для взрослых собак малых пород с 10 месяцев до 8 лет, 2 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_Mini_Adult_27_suhoy_korm_dlya_sobak_melkih_porodr.html?offer=42407,1439,-1,Royal Canin
42655,"Royal Canin Neutered Adult Small Dog корм для кастрированных собак мелких размеров, 800 г",https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Royal_Canin_Neutered_Adultall_Dog_korm_dieticheskiy_suhoy_dlya_sobak.html?offer=42655,935,795,Royal Canin
120034,"Farmina Vet Life Gastrointestinal диетический сухой корм для собак, при заболеваниях ЖКТ, с курицей, 2кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/vet-life-natural-diet-dog-gastro-intestinal-2-kg.html?offer=120034,2775,-1,Farmina
164075,"Brit Корм сухой для взрослых собак, с морской рыбой и индейкой, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-vzroslyh-sobak-s-morskoy-ryboy-i-indeykoy-1-5kg.html?offer=164075,2167,-1,Brit
82159,"Monge All Breeds Puppy and Junior Сухой корм для щенков всех пород, с ягненком и рисом, 800 гр.",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/monge-dog-speciality-puppy-junior-korm-dlya-shchenkov-vseh-porod-yagnenok-s-r.html?offer=82159,1109,-1,Monge
111468,"Monge BWild Feed the Instinct Grain Free Сухой корм беззерновой для взрослых собак всех пород, с мясом ягненка, картофелем и горохом, 12 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/bezzernovoy-korm-iz-myasa-yagnenka-s-kartofelem-i-gorohom-dlya-vzroslyh-sobak-vseh-porod.html?offer=111468,12975,-1,Monge
147008,"Dog & Dog Wild Regional Farm Сухой корм для собак, 12 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/regional-farm-korm-suhoy-dlya-sobak.html?offer=147008,6899,5519,Dog & Dog Wild
60862,"Royal Canin Bulldog Adult корм для английских бульдогов старше 12 месяцев, 12 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_sobak_Royal_Kanin_Buldog_24_Edalt.html?offer=60862,9155,-1,Royal Canin
42450,"Trainer Natural No Gluten Mini Adult корм для собак мелких пород, с ягненком ирисом, 800 г",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Trainer_suhoy_korm_dlya_molodyh_kotov_i_koshek_ot_7_do_12_mesyatsev_kuritsa.html?offer=42450,1425,-1,Trainer
71708,"Royal Canin Hepatic HF16 корм для собак при заболеваниях печени, 6 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Royal_Canin_Hepatic_dieticheskiy_suhoy_korm_dlya_sobak_pri_zabolevaniyah_pecheni.html?offer=71708,8739,-1,Royal Canin
126375,"PRO PLAN® Opti Start сухой корм для щенков для крупных пород с курицей, 12 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/suhoy-korm-dlya-shchenkov-krupnyh-porod-s-vysokim-soderzhaniem-kuricy-3kg.html?offer=126375,7825,-1,PRO PLAN®
42417,"Royal Canin Mini Puppy корм для щенков мелких пород в возрасте с 2 до 10 месяцев, 2 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_Mini_Junior_33_suhoy_korm_dlya_shchenkov_melkih_porod.html?offer=42417,1485,-1,Royal Canin
143097,"Hill's Science Plan No Grain Беззлаковый сухой корм для щенков средних пород, с курицей, 2.5 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/sp-korm-d-shchen-b-z-kur-kart-4-2-5kg.html?offer=143097,2929,-1,Hill's
137259,"Farmina Mini низкозерновой сухой корм для взрослых собак мелких пород, с ягненком, спельтой, овсом и черникой, 800г",https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/farmina-n-d-nizkozernovoy-dog-yagnenok-spelta-oves-i-chernika-dlya-vzroslyh-sobak-mini-800g.html?offer=137259,1395,-1,Farmina
104501,"Наша Марка Сухой корм гипоаллергенный для собак всех пород старше 1 года, с ягненком и рисом, 18 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Nasha_Marka_suhoy_korm_dlya_sobak_vseh_sobak_yagnenokris.html?offer=104501,3105,-1,Наша Марка
140809,"Grandin Holistic Сухой корм для собак средних и крупных пород, с ягненком, 2,7 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/holistic-suhoy-korm-dlya-sobak-srednih-i-krupnyh-porod-s-yagnenkom-11-2-kg.html?offer=140809,3499,-1,Grandin
140807,"Grandin Holistic Сухой корм для щенков, с ягненком и лососем, 2,7 кг",https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/holistic-suhoy-korm-dlya-shchenkov-s-yagnenkom-i-lososem-2-7-kg.html?offer=140807,3499,2449,Grandin
135939,"Hill's Science Plan Perfect Digestion Сухой корм для взрослых собак средних пород для поддержания здоровья пищеварения и питания микробиома, с курицей и коричневым рисом, 14 кг",https://4lapy.ru/catalog/sobaki/sp-korm-d-sob-ideal-pishchevarenie-2-5kg.html?offer=135939,12517,-1,Hill's
146246,"AlphaPet WOW Сухой корм для собак мини пород с ягненком и рисом, 900 г",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-mini-porod-s-yagnenkom-i-risom.html?offer=146246,599,-1,AlphaPet
156028,"Brit Премиум Cухой корм для собак средних пород, индейка и телятина, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/premium-suhoy-korm-dlya-sobak-srednih-porod-indeyka-i-telyatina-3kg.html?offer=156028,1285,-1,Brit
80000,"Royal Canin Корм сухой Роял Канин для собак мини пород, меш. 4 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_Mini_Adult_27_suhoy_korm_dlya_sobak_melkih_porodr.html?offer=80000,2999,-1,Royal Canin
157385,"PRO PLAN® Veterinary Diets CC CardioСare Сухой диетический корм для собак для поддержания сердечной функции, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/korm-suhoy-dlya-sobak-ss-cardio-care-pri-bolezni-serdca-pak-3kg.html?offer=157385,5129,-1,PRO PLAN® Veterinary Diets
42234,"Belcando Adult Dinner корм для собак с нормальным уровнем активности, с птицей, 5 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Belcando_Adult_Dinner_suhoy_korm_dlya_sobak_srednih_i_krupnyh_porod_ptitsa.html?offer=42234,2765,-1,Belcando
117430,"Ownat Maxi Adult Ultra Сухой корм для собак крупных пород, с курицей и индейкой, 14 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/ownat-ultra-korm-dlya-sobak-krupnyh-porod-s-kuricey-i-indeykoy-pak-3kg.html?offer=117430,7299,-1,Ownat
42336,"PRO PLAN® Сухой корм для взрослых собак средних пород, с высоким содержанием курицы, 3 кг",https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_Adult_suhoy_korm_dlya_sobak_srednih_porod_kuritsaris.html?offer=42336,2039,-1,PRO PLAN®
